nama_destinasi,username,komentar,rating,tanggal
Tiket Masuk Candi Prambanan,Muhammad Iqbal,"Ndak rugi si kesini, apalagi pesan lewat tiket.com dapat potongan pulak","5,0
/5",30 Jan 2023
Tiket Masuk Candi Prambanan,RENTHA J HUTAHAEAN,Niceeeeeeeeeeeeeeeeeeeeeeeee,"5,0
/5",30 Jan 2023
Tiket Masuk Candi Prambanan,SF,Tersedia tempat khusus yg nyaman,"5,0
/5",29 Jan 2023
Tiket Masuk Candi Prambanan,SF,Dapat ruangan khusus sangat nyaman,"5,0
/5",29 Jan 2023
Tiket Masuk Candi Prambanan,SF,candi pertama yg aku kunjungin! mungkin karna lagi peak season jd pas kesini lg rame bgt alhasil gbs foto2 estetik hahahaha tapi cukup memuaskan kok. surprising partnya adlh di area prambanan udh supp...,"5,0
/5",27 Jan 2023
Tiket Masuk Candi Prambanan,Resti Farliani,"Seru banget, meskipun cuaca nya panas banget.. beli tiket di aplikasi sangat memudahkan sekali gak perlu lama antri2","5,0
/5",26 Jan 2023
Tiket Masuk Candi Prambanan,rahma pandita,"Seru banget tempat nya bersih, keren ✨","5,0
/5",26 Jan 2023
Tiket Masuk Candi Prambanan,Roosmaya Fitri,"Mantappppzz,terbaik,dpt murah","5,0
/5",24 Jan 2023
Tiket Masuk Candi Prambanan,Fery Firmansyah,keren mudah dan aman mantap,"5,0
/5",24 Jan 2023
Tiket Masuk Candi Prambanan,Sobat Tiket,Wajib dikunjungi kalo liburan ke Jogja. Tiket lebih murah,"5,0
/5",24 Jan 2023
Tiket Masuk Candi Prambanan,RIZKA NOVIYANTI,Puas sekali next bisa diulangi lagi,"5,0
/5",24 Jan 2023
Tiket Masuk Candi Prambanan,Tania Tania,Manyap jiwa clckckckkc pkeu yaidbz,"5,0
/5",24 Jan 2023
Tiket Masuk Candi Prambanan,Aji Pangestu,Good place i will come back,"5,0
/5",23 Jan 2023
Tiket Masuk Candi Prambanan,Endah Purwitasari,Murah dan mudah prosew nya,"5,0
/5",23 Jan 2023
Tiket Masuk Candi Prambanan,Gede Bayu Putra Sanjaya,Sangat berkesan..tempat wisata sangat bersih,"5,0
/5",23 Jan 2023
Tiket Masuk Candi Prambanan,suciastuti budiasih,Schöner Temple und wunderbar,"5,0
/5",23 Jan 2023
Tiket Masuk Candi Prambanan,Wieke Sukma Cahyati,Puas bgt sii ksni.. Pengalaman yg seru dan menyenangkan.. Harga tiket jg terjangkau utk bisa mengunjungi situs bersejarah ini.. #CandiPrambanan,"5,0
/5",23 Jan 2023
Tiket Masuk Candi Prambanan,Ryandana Apryansyah Pohan,"Tempat bersejarah yang keren, tapi sayangnya untuk masuk ke dalam bangunan candi sudah tidak boleh","5,0
/5",22 Jan 2023
Tiket Masuk Candi Prambanan,Hanny Hijrah Hijrah,Tidak perlu antre tiket,"5,0
/5",22 Jan 2023
Tiket Masuk Candi Prambanan,HW,Tiket Affordable fasilitas lengkap,"5,0
/5",22 Jan 2023
Tiket Masuk Candi Prambanan,FK,Proses cepat dan nyaman,"5,0
/5",22 Jan 2023
Tiket Masuk Candi Prambanan,Agustina Sarumaha,Bagus dan keren candinya,"5,0
/5",21 Jan 2023
Tiket Masuk Candi Prambanan,Malindo Udiya,Redeem nya mudah. Thank u…,"5,0
/5",20 Jan 2023
Tiket Masuk Candi Prambanan,M Samsul Arifin,Lumayan dapat diskon 4k Hehehe,"5,0
/5",19 Jan 2023
Tiket Masuk Candi Prambanan,adi pratama semesta,"enak, gak perlu antri panjang","5,0
/5",19 Jan 2023
Tiket Masuk Candi Prambanan,Yosia Kusumarani Andriani,Keren tapi sayangnya gak bisa naik ke atas,"5,0
/5",18 Jan 2023
Tiket Masuk Candi Prambanan,RIDWAN ROMADAN,Sangat bagus dan nyaman tempat nya,"5,0
/5",16 Jan 2023
Tiket Masuk Candi Prambanan,CL,bagus benget banget .,"5,0
/5",16 Jan 2023
Tiket Masuk Candi Prambanan,Yeni Ambarwati,Niceeeeeeeeeeeeee❤️❤️❤️❤️,"5,0
/5",15 Jan 2023
Tiket Masuk Candi Prambanan,Reza Habib Adhyatama,Keren banget pokoknya,"5,0
/5",15 Jan 2023
Tiket Masuk Candi Prambanan,TM,Objek wisata yang perlu dikunjungi jika ke Jogjakarta,"5,0
/5",15 Jan 2023
Tiket Masuk Candi Prambanan,OZ,Seru banget.. Booking murah sama Bang Jemmy 085268269398,"5,0
/5",15 Jan 2023
Tiket Masuk Candi Prambanan,Kamaludin Riyono,"Lumayan, tapi fasilitas di area candi agak kurang","5,0
/5",13 Jan 2023
Tiket Masuk Candi Prambanan,WD,Baguskok kece aplikasi ini,"5,0
/5",13 Jan 2023
Tiket Masuk Candi Prambanan,puput junaidi,"KEREN ,yg paling pnting petugas harus sigap melihat pengunjung yg membuang sampah sembarangan","5,0
/5",12 Jan 2023
Tiket Masuk Candi Prambanan,Alyani Fajrin,"semuanya ok, ada skuter bisa keliling” prambanan ga perlu cape” jaln","5,0
/5",11 Jan 2023
Tiket Masuk Candi Prambanan,Durotun nasikhah,"Kesini pas liburan akhir tahun , jdi hujan + rame bgt, tapi seru 😂","5,0
/5",10 Jan 2023
Tiket Masuk Candi Prambanan,Aulia Maulida,Arah pintu masuk nya kurang jelas. Dapat parkir mobil yang lumayan jauh jd jauh bgt ke pintu utama. Ada beberapa candi yg sedang dalam perbaikan. Wajib bawa payung karena panas bgt,"5,0
/5",9 Jan 2023
Tiket Masuk Candi Prambanan,Febriana Ginting,"wisata candi prambanan sekarang sudah bagus, lebih terawat dan bersih","5,0
/5",9 Jan 2023
Tiket Masuk Candi Prambanan,Rika Juita,Mempermudah buat bembelian tiket... Tapi klo bisa pas masuk Prambanan harus nya langsung scand dipintu masuk gak usah diprint lagi...,"5,0
/5",8 Jan 2023
Tiket Masuk Candi Prambanan,WN,"Good, praktis dan lebih murah dibanding beli on the spot","5,0
/5",8 Jan 2023
Tiket Masuk Candi Prambanan,Gustriani Utami,"Mudah, cepat beli tiket online","5,0
/5",8 Jan 2023
Tiket Masuk Candi Prambanan,Christina Ginting,Semoga datang kembali dengan keluarga besar ke sini,"5,0
/5",6 Jan 2023
Tiket Masuk Candi Prambanan,Mohamad Irja Mahardika,"Keren banget sih, instan","5,0
/5",6 Jan 2023
Tiket Masuk Candi Prambanan,Nelvira Djiu,Menarik untuk dikunjungi,"5,0
/5",6 Jan 2023
Tiket Masuk Candi Prambanan,Anggela Nius Natalina,"Pas pertama kali kesini jadi jatuh cinta dama tempat ini,ini kedua kalinya aku kesni dan bakalan kesni lg setiap ke jogja","5,0
/5",6 Jan 2023
Tiket Masuk Candi Prambanan,theresia simangunsong,"Teratur, rapi, menyenangkan","5,0
/5",5 Jan 2023
Tiket Masuk Candi Prambanan,Eva Helvira,"Tiket.com the bestttt, harga lebih murah dan ada voucher diskon. Thank you tiket.com","5,0
/5",5 Jan 2023
Tiket Masuk Candi Prambanan,Windu Tri Andaruno,"Oke, antrian tidak panjang","5,0
/5",5 Jan 2023
Tiket Masuk Candi Prambanan,Elisabet Triyana,Mantabb deh dapet diskon walopun cuma 4rb hahHa,"5,0
/5",4 Jan 2023
Tiket Masuk Candi Prambanan,Tirtan Ridzwansyah,Sangat membantu sekali,"5,0
/5",3 Jan 2023
Tiket Masuk Candi Prambanan,Reynold Frans Simanjuntak,"mantap dan memuaskan, keinginan utk ke Candi Prambanan kesampaian pasca covid 19","5,0
/5",3 Jan 2023
Tiket Masuk Candi Prambanan,Riska Amanda Titik Widuri,bagus murah menyenangkan,"5,0
/5",3 Jan 2023
Tiket Masuk Candi Prambanan,Geifira Kusumaningrum,Proses reedem tiketnya cepat. Prambanan nya terawat tapi sayang banyak sampah berserakan :' semoga kedepannya para pengunjung sadar nga buang sampah sembarangan,"5,0
/5",2 Jan 2023
Tiket Masuk Candi Prambanan,Dwi Kurniawan,Istimewaaaa candi prambanan,"5,0
/5",2 Jan 2023
Tiket Masuk Candi Prambanan,Shinta dyah pitaloka,Bagus bangettttttttttttt,"5,0
/5",2 Jan 2023
Tiket Masuk Candi Prambanan,Do Yeon Kim,Bagus bangetttttttttttttttttt,"5,0
/5",2 Jan 2023
Tiket Masuk Candi Prambanan,JS,"lebih simple beli tiket atraksi wisata di teket.com pas datang langsung cetak tiket saja. selain itu ada promo menarik juga, saya beli 10 tiket dapat cashback sampai 50rb","5,0
/5",2 Jan 2023
Tiket Masuk Candi Prambanan,Mohammad Ghina Adi N,Yooooppppppppppppppppp,"5,0
/5",2 Jan 2023
Tiket Masuk Candi Prambanan,Rulina Endarti,Mantap ga ribet ga perlu antri,"5,0
/5",1 Jan 2023
Tiket Masuk Candi Prambanan,HENDRA SAMIDDHI LEEPHUTRA,sayang ga bisa masuk ke dalamnya,"5,0
/5",1 Jan 2023
Tiket Masuk Candi Prambanan,TRI HARYONO,Lebih cepat antrian beli tiket online...ada mesin cetak tiket tersendiri... Daripada beli tiket offline.,"5,0
/5",1 Jan 2023
Tiket Masuk Candi Prambanan,Apriyani Apriyani,Tanpa perlu antri panjang untuk beli tiket. Puas banget menjelajahi candi Prambanan,"5,0
/5",1 Jan 2023
Tiket Masuk Candi Prambanan,Jeffry Jeffry,Liburannnn seruu penukaran tiket nya mudah dan cepat,"5,0
/5",1 Jan 2023
Tiket Masuk Candi Prambanan,wanti rahayu,Its a good place ever,"5,0
/5",1 Jan 2023
Tiket Masuk Candi Prambanan,Kristina Desi,"Bagus, cuman kmrn kena hujan","5,0
/5",31 Dec 2022
Tiket Masuk Candi Prambanan,AP,"Di loket masih perlu cetak tiket fisik, untungnya saat itu tidak ada antrian untuk print.","5,0
/5",31 Dec 2022
Tiket Masuk Candi Prambanan,Yulie Zoelrija,Bagusss..cantik candinya,"5,0
/5",31 Dec 2022
Tiket Masuk Candi Prambanan,pramita Antoni,Kereeen 👍👍👍 Ok bgt...,"5,0
/5",31 Dec 2022
Tiket Masuk Candi Prambanan,ADE WAHYU SAPUTRA,"Pengaturan masuk keluarnya mesti dibuat lebih fleksibel, gak harus maksa orang tuk belinoleh2 dan jalan terlalu lama","5,0
/5",31 Dec 2022
Tiket Masuk Candi Prambanan,Togi Wily Oksandhi,Peninggalan sejarah masa lalu yang menakjubkan,"5,0
/5",31 Dec 2022
Tiket Masuk Candi Prambanan,Yandika Abimanyu,"Masuknya mudah karena ada Loket khusus untuk pembelian online , mantab lah pokonya","5,0
/5",30 Dec 2022
Tiket Masuk Candi Prambanan,AI,"Wisata yang hijau sekali, terawat dan nyaman untuk keliling bersama keluarga","5,0
/5",30 Dec 2022
Tiket Masuk Candi Prambanan,GI,Perfect and so beatiful,"5,0
/5",30 Dec 2022
Tiket Masuk Candi Prambanan,Vitta Jamil,Destinasi yang tidak pernah membosankan,"5,0
/5",30 Dec 2022
Tiket Masuk Candi Prambanan,Jul Forman Zebua,"Keren bgt, dapat promo lagi di tiket. Com, jadi lebih yakin untuk selalu pakai app ini","5,0
/5",30 Dec 2022
Tiket Masuk Candi Prambanan,CS,candi prambanan emg sebagus itu. apalagi kmrn cuaca agak mendung jd cocok bgt dipake jalan keliling,"5,0
/5",29 Dec 2022
Tiket Masuk Candi Prambanan,Anita Anita,Good banget tapi kita kepanasan ga ada makanan oi,"5,0
/5",29 Dec 2022
Tiket Masuk Candi Prambanan,IS,Kerennnnnnnnnnnn.........,"5,0
/5",29 Dec 2022
Tiket Masuk Candi Prambanan,MA,"Mantap, pesan di tiket.com jadi ga usah ngantri lama 😍","5,0
/5",28 Dec 2022
Tiket Masuk Candi Prambanan,Kasim Wijaya,"Lokasi dekat, loket antrian tertib teratur.👍👍","5,0
/5",28 Dec 2022
Tiket Masuk Candi Prambanan,maria angelina anggrainy,Ga pernah bosen pergi ke candi Prambanan selalu amazing sama pemandangannya,"5,0
/5",27 Dec 2022
Tiket Masuk Candi Prambanan,Feronika Wangi,Nice good wajib dikunjungi,"5,0
/5",27 Dec 2022
Tiket Masuk Candi Prambanan,Noor Ayu,Kerenn bgt..memudahkan tidak antri,"5,0
/5",27 Dec 2022
Tiket Masuk Candi Prambanan,Hanifa Nur Rahmadini,Udah 2x kesini.. lebih enak dikunjungi drpada borobudur mnurut akuu,"5,0
/5",26 Dec 2022
Tiket Masuk Candi Prambanan,Rexy Pratama,easy and quick to enter the prambanan temple,"5,0
/5",26 Dec 2022
Tiket Masuk Candi Prambanan,MUHAMAD BANU KAMAL ALFIRDAUS,Great and best place for holiday,"5,0
/5",26 Dec 2022
Tiket Masuk Candi Prambanan,rizca amalia,"bagus banget, moment yg tak terlupa kan","5,0
/5",26 Dec 2022
Tiket Masuk Candi Prambanan,AW,"capture dulu barcodenya sblm ke candi, karena pas mau tuker tiket susah sinyal buat buka aplikasi","5,0
/5",25 Dec 2022
Tiket Masuk Candi Prambanan,AW,"mempermudah akses sekali, selain jangan lupa cature dulu barcode ya. karena disana susah sinyal buat buka aplikasi","5,0
/5",25 Dec 2022
Tiket Masuk Candi Prambanan,AL,Prambanan selalu oke..,"5,0
/5",25 Dec 2022
Tiket Masuk Candi Prambanan,Ika Wahyuni Hasaniah,Kamar dan pelayanan sangat Bagus 👍🏻👍🏻,"5,0
/5",25 Dec 2022
Tiket Masuk Candi Prambanan,Helmi Akmal,"Mantap lah pokoknya, pesan dan langsung cetak","5,0
/5",24 Dec 2022
Tiket Masuk Candi Prambanan,Nadhifa Emiria,Keren banget rekomendasi si,"5,0
/5",24 Dec 2022
Tiket Masuk Candi Prambanan,Tine Gustine,First time to Prambanan and made ticket booking through tiket.com to avoid the long queue. It took only 5 minutes and we could enjoy the beauty of Prambanan.,"5,0
/5",24 Dec 2022
Tiket Masuk Candi Prambanan,agustini ayu,happy bgtttttttttttttt gk perlu antri,"5,0
/5",23 Dec 2022
Tiket Masuk Candi Prambanan,YH,Pertama kali pas ke prambanan.. Kereen bagus,"5,0
/5",22 Dec 2022
Tiket Masuk Candi Prambanan,mariam muliana jahya,Ok dpt diskon todo experience,"5,0
/5",22 Dec 2022
Tiket Masuk Candi Prambanan,mariam muliana jahya,Ok dpt vocher promo todo,"5,0
/5",22 Dec 2022
Tiket Masuk Candi Prambanan,rizca amalia,"no comment, the best pokok nya 👍❤️","5,0
/5",22 Dec 2022
Tiket Masuk Candi Prambanan,sri devi gustina br Perangin angin,Wajib banget menunjungi candi ini kalo ke jogja. Candinya megah nan indah dikelilingi pohon besar sehinga sejuk dan nyaman walaupun berlama lama disini,"5,0
/5",22 Dec 2022
Tiket Masuk Candi Prambanan,Mohamad Arif Prasetyo,Order online sampe sana tinggal cetak aja ke loket. Cepet juga cetaknya 10 tiket.,"5,0
/5",21 Dec 2022
Tiket Masuk Candi Prambanan,Charlie Steven Austin Marpaung,"pengalaman pertama datang ke candi prambanan, seru dan menarik","5,0
/5",21 Dec 2022
Tiket Masuk Candi Prambanan,Efrianty Pasaribu,Tetap berkesan. Dan gak bosan2 kesana,"5,0
/5",20 Dec 2022
Tiket Masuk Candi Prambanan,DP,"Bagus dan ok sih, tapi klw siang pannassssnya panassss bangettttt","5,0
/5",20 Dec 2022
Tiket Masuk Candi Prambanan,Nu Fauzi,Amazing destination Wow,"5,0
/5",20 Dec 2022
Tiket Masuk Candi Prambanan,Jordan Agustino,Tempatnya bagus untuk berwisata Salah 1 icon jogja,"5,0
/5",19 Dec 2022
Tiket Masuk Candi Prambanan,Ilman Muttaqin,Seru dan bener2 mudah pemesanannya.,"5,0
/5",19 Dec 2022
Tiket Masuk Candi Prambanan,Dicky Junaidi,"Masih renovasi, jadi tidak bisa ke atas","5,0
/5",18 Dec 2022
Tiket Masuk Candi Prambanan,WW,terbaik untuk berlibur,"5,0
/5",16 Dec 2022
Tiket Masuk Candi Prambanan,SOFYAN YUSUF,Good banget untuk kesini ngk sia sia,"5,0
/5",14 Dec 2022
Tiket Masuk Candi Prambanan,FM,"Bagus 😆😆, semoga kedepannya bisa berkunjung lagi","5,0
/5",14 Dec 2022
Tiket Masuk Candi Prambanan,Rezki Ayu Lestari,Sebaiknya jangan ke prambanan hari senin karena ga bisa naik ke candinya,"5,0
/5",13 Dec 2022
Tiket Masuk Candi Prambanan,RS,hmmmmmmmmmmmmmmmmmmmm,"5,0
/5",13 Dec 2022
Tiket Masuk Candi Prambanan,Yasin Abdul Hakim Zaini,Tempat paling bersejarah. Mantap. Terimakasih tiket.com untuk diskon tiketnya,"5,0
/5",12 Dec 2022
Tiket Masuk Candi Prambanan,DN,"Sangat seru, destinasi wisata yang harus dikunjungi saat ke daerah Yogyakarta dan Klaten. Perlu bawa payung saat cuaca terik karna sangat panas","5,0
/5",12 Dec 2022
Tiket Masuk Candi Prambanan,Muhammad Fauzan,The temple was already impressive from far… much closer… it took my breath away,"5,0
/5",10 Dec 2022
Tiket Masuk Candi Prambanan,Delia Shouma Fitri,Luar biasa banget ke undangan nya,"5,0
/5",10 Dec 2022
Tiket Masuk Candi Prambanan,FP,"Bagus, tempatnya sangat luar biasa. Menjdi 7 keajaiban dunia","5,0
/5",9 Dec 2022
Tiket Masuk Candi Prambanan,Maemona Akhlisa,Menyenangkan dan serum!,"5,0
/5",7 Dec 2022
Tiket Masuk Candi Prambanan,Mochamad Rifqi Aldiansah,Cocok buat list liburan ke jogja,"5,0
/5",5 Dec 2022
Tiket Masuk Candi Prambanan,WM,Seru bisa jalan jalan di prambanan..,"5,0
/5",5 Dec 2022
Tiket Masuk Candi Prambanan,Kevin Hernando,"Good palace, indonesia is the best","5,0
/5",5 Dec 2022
Tiket Masuk Candi Prambanan,Agus Pardamean,Tempat masih sangat Bagus,"5,0
/5",5 Dec 2022
Tiket Masuk Candi Prambanan,Monica Angelina Wibisono,Kerennnnnn seneng banget bisa lihat sejarah indo,"5,0
/5",4 Dec 2022
Tiket Masuk Candi Prambanan,Nakesya Mayrani,"keren banget, ternyata sekarang tambah bagus","5,0
/5",4 Dec 2022
Tiket Masuk Candi Prambanan,NURUL AMALIAH NASUTION,"Kewrenn, bersih, mantap, bintang 5","5,0
/5",4 Dec 2022
Tiket Masuk Candi Prambanan,LE,Liburan yang asik dengan keluarga lebih mudah dengan tiket yang serba ada banyak fasilitas untuk pembelian apapun,"5,0
/5",3 Dec 2022
Tiket Masuk Candi Prambanan,IKHSAN IKHSAN,Kereeen mantap ga bikin kantong kering,"5,0
/5",2 Dec 2022
Tiket Masuk Candi Prambanan,DA,enak. dapet diskon. pembayaran juga banyak pilihan.,"5,0
/5",30 Nov 2022
Tiket Masuk Candi Prambanan,Randa Abdiansyah,"Thanks tiket.com, bisa ke prambanan ❤️","5,0
/5",30 Nov 2022
Tiket Masuk Candi Prambanan,M FARCHAN MUROD,Pembelian via Tikom cepat dan harga lebih murah. Mantab,"5,0
/5",26 Nov 2022
Tiket Masuk Candi Prambanan,Widy Harto,"Sangat bagus, dan sangat etnik","5,0
/5",24 Nov 2022
Tiket Masuk Candi Prambanan,Widy Harto,"Sangat bagus, dan sangat etnik","5,0
/5",24 Nov 2022
Tiket Masuk Candi Prambanan,OT,"Candi yang paling dekat dari kota Jogja, kalau kesini paling enak itu pagi hari karna kalah udah siang panasnya poll. Ada jajanan juga, kayak gelato jadi abis keliling candi bisa nikmatin eskrim. Sela...","5,0
/5",22 Nov 2022
Tiket Masuk Candi Prambanan,Ronald Eryanto,jadi cepat tidak perlu antri,"5,0
/5",21 Nov 2022
Tiket Masuk Candi Prambanan,Muhammad Rezki Arifin,"Keren, tempat wisata alternatif drpada borobudur yg kemahalan","5,0
/5",20 Nov 2022
Tiket Masuk Candi Prambanan,MR,"Easy to print, love itt","5,0
/5",20 Nov 2022
Tiket Masuk Candi Prambanan,MO,"Easy to print ticket, love it","5,0
/5",20 Nov 2022
Tiket Masuk Candi Prambanan,JJ,Bagus tempatnya untuk foto bersama keluarga,"5,0
/5",20 Nov 2022
Tiket Masuk Candi Prambanan,UP,Seru sekaliiii cocok untuk liburan bersama keluarga,"5,0
/5",20 Nov 2022
Tiket Masuk Candi Prambanan,RP,"Mantep bgt, tapi lagi d perbaiki sedikit","5,0
/5",19 Nov 2022
Tiket Masuk Candi Prambanan,riska novianti,Mantapppp lebih simple pakai ticket.com,"5,0
/5",18 Nov 2022
Tiket Masuk Candi Prambanan,Juna Joonavanee Junawan,"Easy access & contactless. No worry, less problem.","5,0
/5",17 Nov 2022
Tiket Masuk Candi Prambanan,YC,"rekomen yaa, dapat harga lebih murah 10rb dr office tiket. lumayan saving 😃","5,0
/5",17 Nov 2022
Tiket Masuk Candi Prambanan,Irma Gama Setyarini,Luas banget.jajanan murah.,"5,0
/5",15 Nov 2022
Tiket Masuk Candi Prambanan,Kristini Tawaerubun,Kebersihan dalam candi betul2 terawat,"5,0
/5",15 Nov 2022
Tiket Masuk Candi Prambanan,Yessi Ardelina Sinaga,KEREN dan menyenangkan untuk berlibur,"5,0
/5",15 Nov 2022
Tiket Masuk Candi Prambanan,ZR,Pesen tiket tanpa harus antri rame2. Topp👍👍,"5,0
/5",15 Nov 2022
Tiket Masuk Candi Prambanan,Asry Vernon,Ternyata beli di tiket dot com emang gampil dan murah loh,"5,0
/5",15 Nov 2022
Tiket Masuk Candi Prambanan,Hantrini Dolok Saribu,Cakep dan keluarga saya happy.,"5,0
/5",15 Nov 2022
Tiket Masuk Candi Prambanan,DH,Bagus Mudah klaim tiket,"5,0
/5",13 Nov 2022
Tiket Masuk Candi Prambanan,Rita Jap,"Proses cepat,praktis,bisa langsung beli langsung dipakai.jika tidak bisa membeli atau Redeem ada petugas yang membantu","5,0
/5",13 Nov 2022
Tiket Masuk Candi Prambanan,Nicko Aji Pangestu,keren banget tp sayang tidak bisa naik ke stupa,"5,0
/5",12 Nov 2022
Tiket Masuk Candi Prambanan,Tannita Deani,Wajib dikunjungi kalau ke jogja,"5,0
/5",11 Nov 2022
Tiket Masuk Candi Prambanan,silvia indriati,Bagus sekali pemandangannya,"5,0
/5",10 Nov 2022
Tiket Masuk Candi Prambanan,Uji mohamad aydil,Amazinggggg luar biasa liat sejarah indonesia,"5,0
/5",10 Nov 2022
Tiket Masuk Candi Prambanan,MT,"Mantapp,kerenn,bagus banget","5,0
/5",9 Nov 2022
Tiket Masuk Candi Prambanan,Monica Yani Anggrainie,Amazing building dan bisa belajar sejarah,"5,0
/5",9 Nov 2022
Tiket Masuk Candi Prambanan,MM,"It was a good trip. Very massive place, we rented electric bicycle for 30k/15min super fun","5,0
/5",8 Nov 2022
Tiket Masuk Candi Prambanan,FF,Tempatnya bagussssss.pelayanan ramah baik,"5,0
/5",8 Nov 2022
Tiket Masuk Candi Prambanan,MP,Enak datang pagi jam 7.00 masih sepi,"5,0
/5",7 Nov 2022
Tiket Masuk Candi Prambanan,Lika Megawanti,Enak nya dapet harga promo,"5,0
/5",7 Nov 2022
Tiket Masuk Candi Prambanan,Verasiska manurung,Sangat menarik dan bagus,"5,0
/5",6 Nov 2022
Tiket Masuk Candi Prambanan,HP,"Excelent. Keren banget, terawat bagus. Tapi disana tuh panasnya masyaallah. Jangan lupa sedia topi or payung.","5,0
/5",6 Nov 2022
Tiket Masuk Candi Prambanan,RD,Keren banget dehhh gk menyesal,"5,0
/5",6 Nov 2022
Tiket Masuk Candi Prambanan,Elisa Sunardi,Bagus....semua suka diajak ksini...tempat luas dan banyak kisah sejarahnya..,"5,0
/5",5 Nov 2022
Tiket Masuk Candi Prambanan,GS,Melimpir terima kasih,"5,0
/5",4 Nov 2022
Tiket Masuk Candi Prambanan,Dina Larasati,"Oke banget, memudahkan traveler","5,0
/5",4 Nov 2022
Tiket Masuk Candi Prambanan,Juniati Manalu,"bisa masuk ke zona pelataran nya banyak juga spot foto yg bagus, jadi lebih mendingan lama di sini harusnya daripada di Borobudur hahaha.. lain kali semoga ada waktu kemari lagi.. see u next time","5,0
/5",4 Nov 2022
Tiket Masuk Candi Prambanan,Rini Aprida Harahap,Good good goood gooodd gooddd,"5,0
/5",3 Nov 2022
Tiket Masuk Candi Prambanan,NF,"Mudah bangeet seruuu, gak perlu ribet ribet lagi buat antri","5,0
/5",3 Nov 2022
Tiket Masuk Candi Prambanan,Theo Philia Angelina Sitompul,sukaaa mamaku senengg,"5,0
/5",3 Nov 2022
Tiket Masuk Candi Prambanan,NW,Such a blast experience!!!,"5,0
/5",2 Nov 2022
Tiket Masuk Candi Prambanan,Galih Fajar Antasari,"Kegiatan yang menyenangkan bisa mengunjungi Candi Prambanan. Sangat menarik, dan pasti akan ke sana lagi.","5,0
/5",2 Nov 2022
Tiket Masuk Candi Prambanan,TP,"Bagus,tapi semenjak pandemi.kita tidak di ijinkan untuk masuk ke atas candi. Ini kunjungan ketiga saya semwnjak 2018 silam.","5,0
/5",2 Nov 2022
Tiket Masuk Candi Prambanan,Andrianto Andrianto,Oke... Bersih dan terawat...,"5,0
/5",31 Oct 2022
Tiket Masuk Candi Prambanan,AH,What a great vacation.,"5,0
/5",30 Oct 2022
Tiket Masuk Candi Prambanan,Dennis Dennis,Bagus tempatnya wort it,"5,0
/5",29 Oct 2022
Tiket Masuk Candi Prambanan,Agung Wahyudi,Sangat menyenangkan bisa liburan di di candi Prambanan,"5,0
/5",28 Oct 2022
Tiket Masuk Candi Prambanan,RL,🤩🤩oke bgt ga perlu ribet antri beli tiket lgsg,"5,0
/5",26 Oct 2022
Tiket Masuk Candi Prambanan,SS,Ada candi yang masih dalam tahap renovasi. Banyak tersedia penyewaan sepeda dan juga ada tempet penyedian kursi pijat.,"5,0
/5",25 Oct 2022
